"personid","sex","Birthyeargroup","ethnicity"
"28182","1","12","1"
"118530","1","12","1"
"156425","0","13","1"
"427904","1","16","1"
"389334","1","10","1"
"2754","1","23","1"
"347402","1","14","1"
"413806","0","10","1"
"91883","0","13","1"
"431081","1","17","1"
"346450","1","14","1"
"113796","1","14","1"
"65702","1","10","1"
"62718","1","14","1"
"432872","1","13","1"
"295609","0","19","1"
"24906","0","19","1"
"131598","0","22","1"
"418949","0","17","1"
"222697","1","8","1"
"325963","0","17","1"
"174734","1","14","1"
"415529","0","14","1"
"307168","0","14","1"
"439539","0","10","1"
"346494","1","14","1"
"299480","0","14","1"
"334444","1","15","1"
"32217","0","17","1"
"444537","0","15","1"
"41427","1","12","0"
"303281","1","15","1"
"221281","0","23","1"
"31678","1","8","1"
"41823","1","18","1"
"413015","0","8","1"
"385090","1","20","1"
"408815","1","11","1"
"507","1","15","1"
"196577","0","9","1"
"461730","1","15","1"
"215005","0","17","1"
"48632","0","15","1"
"348323","1","6","1"
"366964","0","15","1"
"221556","1","15","1"
"336198","1","17","1"
"237124","1","14","1"
"87749","1","13","1"
"221125","1","15","1"
"289537","1","14","1"
"232207","1","20","1"
"300577","0","12","1"
"233245","0","14","1"
"52052","0","15","1"
"343387","1","21","1"
"165419","1","15","1"
"279537","0","12","1"
"408224","0","17","1"
"130","1","7","1"
"71149","1","13","1"
"398537","1","15","1"
"449768","1","15","1"
"372524","0","16","1"
"401505","1","18","1"
"233119","0","14","1"
"144659","1","10","1"
"430979","0","14","1"
"265652","0","13","1"
"365260","0","15","1"
"461272","1","18","1"
"300990","1","11","1"
"388169","0","18","1"
"115395","1","17","1"
"416764","1","6","1"
"325339","1","22","1"
"359387","0","11","1"
"441560","1","9","1"
"106062","1","17","1"
"270843","0","20","1"
"38124","0","9","1"
"289247","0","14","1"
"228661","0","17","1"
"205895","0","14","1"
"260482","1","13","1"
"90568","1","7","1"
"370040","0","16","1"
"168103","0","20","1"
"279553","1","18","1"
"438071","1","21","1"
"44088","0","11","1"
"93051","0","17","1"
"177208","0","15","1"
"358616","0","8","1"
"142624","0","10","1"
"309968","1","15","1"
"202721","1","15","1"
"379147","0","6","1"
"116189","1","14","1"
"217433","1","20","1"
"258801","0","22","1"
"320491","0","7","1"
"74410","0","10","1"
"411229","1","13","1"
"71551","1","12","1"
"88462","0","17","1"
"364056","0","8","1"
"39722","0","16","1"
"161642","1","15","1"
"205440","1","12","1"
"217191","0","17","1"
"210653","1","19","1"
"71460","1","15","1"
"323238","0","16","1"
"118797","1","15","1"
"183467","0","16","1"
"396613","0","13","1"
"384816","0","14","1"
"30452","0","5","1"
"229770","1","23","1"
"268544","0","15","1"
"63626","0","13","1"
"317940","0","22","1"
"108153","1","14","1"
"433210","1","15","1"
"153806","0","15","1"
"231489","0","17","1"
"78272","0","16","1"
"383754","1","22","1"
"426408","1","17","1"
"444706","1","8","1"
"401631","1","14","1"
"385144","1","13","1"
"2016","0","16","1"
"24328","1","18","1"
"367265","0","13","1"
"202539","0","10","1"
"221872","1","15","1"
"205836","1","14","1"
"167362","0","8","1"
"137942","1","12","1"
"31729","0","13","1"
"454600","1","8","1"
"444519","0","12","1"
"24291","1","19","1"
"9808","1","15","1"
"14237","1","19","1"
"307081","0","15","1"
"330899","1","14","1"
"363548","1","9","1"
"12839","1","12","1"
"202355","1","14","1"
"333631","1","14","1"
"25567","1","20","1"
"301705","0","14","1"
"106903","0","14","1"
"261066","0","11","1"
"209199","1","11","1"
"413362","1","15","1"
"307156","1","13","1"
"268010","0","17","1"
"362511","0","16","1"
"367130","0","8","1"
"308441","1","13","1"
"253416","0","14","1"
"245262","1","11","1"
"236494","0","15","1"
"66816","1","11","1"
"14547","0","17","1"
"309125","0","20","1"
"102622","0","8","1"
"367301","0","10","1"
"11870","1","20","1"
"303804","1","15","1"
"105364","0","19","1"
"9704","1","16","1"
"387467","0","17","1"
"165279","1","14","1"
"379159","1","14","1"
"374718","0","12","1"
"226334","1","20","1"
"151945","1","9","1"
"271717","0","17","1"
"103991","1","15","1"
"192284","0","9","1"
"38950","1","21","1"
"442919","0","12","1"
"169651","1","10","1"
"256021","0","23","1"
"29998","1","11","1"
"193268","0","14","1"
"57468","0","20","1"
"11643","1","14","1"
"200744","0","15","1"
"8014","1","17","1"
"408881","1","8","1"
"387948","1","8","1"
"119443","0","10","1"
"208139","0","14","1"
"217337","0","15","1"
"422283","0","21","1"
"94516","0","18","1"
"239564","1","16","0"
"125932","1","20","1"
"442215","0","13","1"
"130207","1","14","1"
"55082","1","13","1"
"274809","1","17","1"
"181942","0","14","1"
"61508","1","8","1"
"118071","0","17","1"
"169722","0","12","1"
"452768","0","13","1"
"316619","1","19","1"
"234928","0","15","1"
"128279","1","20","1"
"268631","1","16","1"
"270268","0","10","1"
"184601","1","14","1"
"119662","1","13","1"
"86375","1","13","1"
"276985","1","15","1"
"272050","0","15","1"
"290954","1","15","1"
"91771","1","13","1"
"296193","1","21","1"
"300044","0","24","1"
"221123","0","19","1"
"335348","0","7","1"
"232378","1","16","1"
"99028","1","16","1"
"147711","0","10","1"
"442612","0","19","1"
"180319","0","21","1"
"280289","0","9","1"
"189193","1","16","1"
"447079","0","10","1"
"408751","0","15","1"
"416894","1","14","1"
"25561","1","13","1"
"204094","1","13","1"
"5519","0","22","1"
"50451","0","12","1"
"107685","1","15","1"
"114113","0","15","1"
"256853","0","8","1"
"405976","1","15","1"
"424400","1","19","1"
"344846","0","18","1"
"73063","0","16","1"
"410703","1","24","1"
"240720","1","20","1"
"459674","0","11","1"
"66117","1","11","1"
"273678","0","11","1"
"21145","1","14","1"
"321497","0","17","1"
"267945","0","7","1"
"6862","0","18","1"
"87584","0","16","1"
"102218","1","14","1"
"80608","1","22","1"
"363391","0","13","1"
"446529","1","17","1"
"139738","1","16","1"
"394693","1","8","1"
"445940","1","12","1"
"445128","0","16","1"
"91677","0","11","1"
"61832","0","14","1"
"386910","1","21","1"
"278938","0","7","1"
"235834","0","21","1"
"397462","0","13","1"
"158444","1","21","1"
"137145","0","12","1"
"280155","1","21","1"
"14831","0","11","1"
"87977","0","15","1"
"240912","0","15","1"
"290176","0","16","1"
"238487","1","20","1"
"73435","0","19","1"
"366993","1","13","1"
"326403","0","10","1"
"69628","0","18","1"
"331861","0","17","1"
"90254","1","19","1"
"213300","0","17","1"
"102168","1","21","1"
"391696","1","13","1"
"227862","0","14","1"
"39703","1","8","1"
"69536","0","17","1"
"408110","1","16","1"
"439894","0","10","1"
"123160","0","9","1"
"75822","1","17","1"
"285272","0","13","1"
"90727","1","11","1"
"270298","0","18","1"
"246275","0","17","1"
"315763","1","17","1"
"240973","0","6","1"
"162898","1","15","1"
"366466","0","9","1"
"166275","0","15","1"
"457059","0","12","1"
"152747","0","13","1"
"351514","0","8","1"
"347951","0","9","1"
"30916","1","14","1"
"169692","0","10","1"
"119925","1","15","1"
"210992","1","8","1"
"323856","0","13","1"
"16774","1","7","1"
"283452","1","16","1"
"203086","1","14","1"
"77990","1","14","1"
"406783","0","16","1"
"277833","0","10","1"
"258898","0","17","1"
"262647","0","14","1"
"169589","1","6","1"
"320732","1","11","1"
"244641","0","23","1"
"48876","1","12","1"
"134006","0","24","1"
"418948","1","14","1"
"64459","1","11","1"
"274351","0","18","1"
"92546","0","18","1"
"301210","0","6","1"
"218896","0","15","1"
"366931","0","15","1"
"113875","0","23","1"
"326141","0","13","1"
"422640","0","12","1"
"61800","1","23","1"
"293541","1","14","1"
"347885","1","19","1"
"18783","1","7","1"
"217456","1","12","1"
"446909","1","19","1"
"213678","0","12","1"
"105829","1","16","1"
"183795","0","11","1"
"84406","1","20","1"
"91073","0","23","1"
"444687","0","9","1"
"330336","1","22","1"
"234645","1","13","1"
"436075","1","13","1"
"339346","1","15","1"
"385088","1","5","1"
"425648","1","12","1"
"56619","1","15","1"
"434204","1","8","1"
"33451","0","16","1"
"169938","1","7","1"
"417351","0","16","1"
"69606","1","16","1"
"382656","0","13","1"
"101124","1","19","1"
"353785","1","17","0"
"273688","0","11","1"
"389427","0","20","1"
"151699","1","22","1"
"400307","1","14","1"
"156983","0","13","1"
"460412","0","10","1"
"41377","0","5","1"
"414715","1","6","1"
"38936","1","8","1"
"64088","0","11","1"
"102426","1","17","1"
"372306","0","16","1"
"337103","0","16","1"
"396082","0","20","1"
"421085","1","23","1"
"381365","1","14","1"
"237286","1","19","1"
"349702","0","14","1"
"318679","0","20","1"
"263716","0","14","1"
"359405","1","18","1"
"46741","1","21","1"
"255696","0","15","1"
"310894","0","5","1"
"357894","0","11","1"
"385481","0","9","1"
"108106","1","22","1"
"259409","0","14","1"
"178377","1","16","1"
"332725","1","18","1"
"317754","1","12","1"
"137784","0","11","1"
"196832","0","10","1"
"43850","1","16","1"
"137853","0","11","1"
"51768","0","17","1"
"242705","0","14","1"
"216938","1","11","1"
"132661","0","15","1"
"388793","1","11","1"
"315665","1","9","1"
"369570","0","12","1"
"457383","0","14","1"
"120412","0","16","1"
"152997","0","18","1"
"109916","0","11","1"
"121851","0","12","1"
"435933","1","14","1"
"242045","1","21","1"
"38700","1","15","1"
"186979","0","7","1"
"112752","0","12","1"
"207466","0","13","1"
"214204","1","12","1"
"123649","0","14","1"
"164451","1","12","1"
"233764","0","15","1"
"394465","1","14","1"
"271052","1","21","1"
"204266","0","11","1"
"170348","1","7","1"
"293831","0","14","1"
"320557","0","15","1"
"120064","0","14","1"
"91323","0","17","1"
"236762","1","23","1"
"409833","1","22","1"
"25238","1","15","1"
"303550","1","21","1"
"339054","1","13","1"
"343251","1","18","1"
"7563","1","22","1"
"300788","0","16","1"
"304247","0","10","1"
"318830","0","13","1"
"12177","0","10","1"
"281357","0","17","1"
"168192","0","17","1"
"320142","0","11","1"
"194089","0","13","1"
"322182","0","5","1"
"347993","1","13","1"
"170957","1","4","1"
"59077","1","7","1"
"175554","0","16","1"
"166604","1","16","1"
"33475","0","15","1"
"347108","1","8","1"
"364274","1","12","1"
"381337","1","11","1"
"48198","0","18","1"
"38601","1","19","1"
"183345","0","8","1"
"107567","0","14","1"
"205475","1","15","1"
"207432","1","17","1"
"118934","1","13","1"
"439299","1","15","1"
"46928","0","18","1"
"85258","0","13","1"
"109307","0","22","1"
"376071","0","14","1"
"210460","1","16","1"
"109855","1","22","1"
"117274","1","15","1"
"441660","1","17","1"
"229332","0","16","1"
"113121","0","16","1"
"106977","0","19","1"
"402275","0","11","1"
"183524","0","19","1"
"26775","1","18","1"
"169014","0","14","1"
"204880","1","17","1"
"241881","1","10","1"
"213947","1","14","1"
"275225","1","12","1"
"158926","1","19","1"
"90390","0","17","1"
"423374","1","12","1"
"456754","0","7","1"
"357551","1","9","1"
"393496","1","12","1"
"27592","1","8","1"
"121692","0","14","1"
"394822","1","13","1"
"368901","0","15","1"
"442891","1","10","1"
"243149","0","17","0"
"173398","0","14","1"
"258421","1","11","1"
"280142","1","13","1"
"388839","1","21","1"
"45178","0","12","1"
"106554","0","23","1"
"153930","0","13","1"
"32361","0","12","1"
"7787","0","15","1"
"419940","1","14","1"
"206041","0","21","1"
"168960","0","16","1"
"323456","0","14","1"
"363491","0","14","1"
"252359","0","13","1"
"416508","0","16","1"
"175150","1","15","1"
"317871","0","14","1"
"296866","0","14","1"
"458746","0","17","1"
"90642","0","13","1"
"454151","1","24","1"
"400341","0","9","1"
"275947","0","13","1"
"37375","1","16","1"
"272971","0","16","1"
"86503","1","23","1"
"407482","1","19","1"
"440868","1","16","1"
"223409","0","9","1"
"300563","1","13","1"
"223014","1","15","1"
"54385","0","9","1"
"376225","0","12","1"
"378374","0","8","1"
"414736","0","20","1"
"454409","0","17","1"
"187884","1","13","1"
"106950","0","12","1"
"305236","1","14","1"
"429285","1","9","1"
"251354","1","16","1"
"168333","0","14","1"
"34756","0","15","1"
"257055","0","20","1"
"311138","1","9","1"
"385767","1","7","1"
"379971","1","11","1"
"185922","1","9","1"
"355175","1","22","1"
"138903","1","21","1"
"435414","0","7","1"
"240790","1","10","1"
"378034","1","15","1"
"366572","1","13","1"
"452580","0","8","1"
"306737","1","20","1"
"230937","1","13","1"
"77775","0","16","1"
"283306","1","18","1"
"230727","1","11","1"
"57831","1","10","1"
"346573","1","13","1"
"362612","1","23","1"
"380299","1","14","1"
"458963","0","16","1"
"284762","1","13","1"
"54083","0","9","1"
"448385","0","9","1"
"422287","1","12","1"
"142188","1","15","1"
"402556","1","16","1"
"413811","0","11","1"
"459710","0","14","1"
"290462","0","9","1"
"453725","1","17","1"
"144619","1","20","1"
"120249","1","14","1"
"295997","0","15","1"
"169790","1","17","1"
"212341","0","15","1"
"43950","1","15","1"
"283489","1","8","1"
"37129","0","5","1"
"103906","1","15","1"
"368118","0","21","1"
"401412","1","10","1"
"306889","0","9","1"
"92105","0","7","1"
"32078","1","17","1"
"98480","0","17","1"
"273373","1","11","1"
"405667","0","17","1"
"45996","0","13","1"
"384927","1","13","1"
"58096","1","14","1"
"60547","0","12","1"
"338255","1","17","1"
"106018","0","21","1"
"1901","1","17","1"
"401128","0","14","1"
"188087","1","17","1"
"161737","0","10","1"
"433222","0","8","1"
"239922","1","12","1"
"195426","1","21","1"
"358851","1","20","1"
"227747","0","21","1"
"406729","0","15","1"
"344105","1","15","1"
"296659","1","12","1"
"61895","1","18","1"
"55031","0","13","1"
"163110","0","18","1"
"361886","0","16","1"
"369839","1","12","1"
"255602","0","18","1"
"215774","0","9","1"
"332231","1","15","1"
"108522","0","14","1"
"443482","1","15","1"
"45383","1","9","1"
"279876","0","18","1"
"258758","0","17","1"
"242442","0","20","1"
"213537","1","17","1"
"253197","0","13","1"
"99224","0","6","1"
"197218","1","13","1"
"355294","1","18","1"
"35948","1","15","1"
"44254","1","11","1"
"1573","1","14","1"
"2258","0","11","1"
"396221","0","15","1"
"203350","0","12","1"
"335481","1","14","1"
"268856","0","14","1"
"311643","1","18","1"
"70590","1","23","1"
"8079","1","15","1"
"181166","1","15","1"
"420660","0","18","1"
"107377","1","17","1"
"193379","1","15","1"
"33935","0","20","1"
"61155","0","23","1"
"321482","0","16","1"
"265092","0","22","1"
"6414","1","14","1"
"198245","0","16","1"
"251181","1","19","1"
"260928","1","21","1"
"70664","0","16","1"
"302884","1","8","1"
"370546","1","21","1"
"275319","1","19","1"
"233800","1","16","1"
"31045","0","18","1"
"342166","1","12","1"
"129237","0","13","1"
"66861","1","6","1"
"344919","0","14","1"
"48470","0","15","1"
"92876","1","18","1"
"163042","0","9","1"
"69497","1","21","1"
"334256","1","15","1"
"339729","1","17","1"
"52364","1","16","1"
"49156","0","15","1"
"453363","0","18","1"
"406922","1","16","1"
"260469","0","21","1"
"320304","0","13","1"
"313454","1","16","1"
"338434","1","22","1"
"341541","1","12","1"
"161719","0","14","1"
"118054","0","14","1"
"31917","1","15","1"
"418000","1","15","1"
"124241","0","9","1"
"114676","1","21","1"
"149319","0","11","1"
"195962","0","17","1"
"316350","1","14","1"
"418933","1","21","1"
"37596","0","14","1"
"372244","1","13","1"
"416895","1","16","1"
"461604","0","8","1"
"192997","0","9","1"
"34059","1","13","1"
"317287","1","19","1"
"425020","1","16","1"
"260223","0","4","1"
"50","1","16","1"
"23574","1","23","1"
"34591","0","13","1"
"400714","0","11","1"
"181013","0","15","1"
"298635","1","21","1"
"290378","1","13","1"
"207233","0","14","1"
"201487","1","14","1"
"437368","0","11","1"
"17079","1","20","1"
"348114","0","9","1"
"308804","0","11","1"
"352827","0","12","1"
"129851","0","16","1"
"96877","0","15","1"
"333619","1","19","1"
"134685","1","9","1"
"102307","1","15","1"
"269604","1","7","1"
"160086","1","8","1"
"424898","1","21","1"
"391225","1","16","1"
"70775","1","10","1"
"27496","0","10","1"
"358881","0","9","1"
"424371","0","15","1"
"110497","0","12","1"
